frame,timestamp_s,inference_ms,fps,n_detections,avg_confidence,avg_depth_m,avg_area_px
468,16.741,37.02,29.21,1,0.8756,0.0,13660.0
469,16.776,33.78,29.19,1,0.7982,0.0,12552.0
470,16.811,33.07,29.19,0,0.0,0.0,0.0
471,16.845,32.36,29.2,1,0.6999,0.0,13718.0
472,16.879,32.9,29.21,1,0.7274,0.0,15281.0
473,16.913,32.22,29.23,1,0.8456,0.0,14076.0
474,16.947,32.74,29.24,1,0.8384,0.0,13146.0
475,16.981,32.92,29.24,1,0.6843,0.0,23042.0
476,17.015,32.3,29.32,1,0.6941,0.0,14750.0
477,17.05,33.21,29.35,1,0.6607,0.0,18855.0
478,17.084,32.43,29.44,1,0.7105,0.0,27260.0
479,17.12,34.54,29.51,1,0.5986,0.0,25717.0
480,17.156,34.96,29.51,1,0.8259,0.0,20350.0
481,17.192,34.81,29.5,1,0.6841,0.0,20360.0
482,17.229,35.25,29.44,1,0.8049,0.0,19379.0
483,17.265,34.61,29.4,1,0.6758,0.0,12641.0
484,17.301,34.23,29.39,1,0.7392,0.0,31165.0
485,17.337,33.45,29.43,1,0.7833,0.0,9559.0
486,17.371,32.35,29.54,1,0.6897,0.0,2360.0
487,17.406,33.3,29.64,1,0.8289,0.0,22540.0
488,17.44,32.76,29.73,1,0.8311,0.0,14723.0
489,17.475,32.79,29.88,1,0.661,0.0,12631.0
490,17.509,33.32,29.93,1,0.836,0.0,42397.0
491,17.544,32.5,29.96,1,0.644,0.0,3998.0
492,17.579,33.63,29.95,1,0.7152,0.0,4484.0
493,17.615,33.91,29.91,1,0.5527,0.0,1343.0
494,17.652,34.61,29.86,1,0.7936,0.0,1311.0
495,17.687,33.06,29.86,1,0.7079,0.0,5426.0
496,17.722,33.42,29.84,1,0.8262,0.0,18834.0
497,17.756,32.52,29.85,1,0.825,0.0,990.0
498,17.791,32.96,29.97,1,0.7619,0.0,6174.0
499,17.825,32.35,30.02,1,0.6663,0.0,5438.0
500,17.86,32.78,30.02,1,0.756,0.0,4001.0
501,17.894,32.85,30.01,1,0.5249,0.0,130014.0
502,17.929,32.73,30.01,1,0.8356,0.0,1891.0
503,17.964,33.5,29.98,1,0.8494,0.0,11754.0
504,17.997,32.2,29.99,1,0.8145,0.0,31208.0
505,18.032,33.36,29.98,1,0.7938,0.0,45137.0
506,18.066,32.24,29.98,1,0.7878,0.0,2710.0
507,18.102,34.33,29.95,1,0.7437,0.0,8674.0
508,18.139,34.75,29.88,1,0.7672,0.0,34294.0
509,18.174,34.19,29.89,1,0.877,0.0,24601.0
510,18.212,36.16,29.85,1,0.8611,0.0,1860.0
511,18.25,35.98,29.82,1,0.8385,0.0,17486.0
512,18.285,33.28,29.88,1,0.7711,0.0,13701.0
513,18.32,33.09,29.92,1,0.7881,0.0,9262.0
514,18.353,32.2,29.98,1,0.7582,0.0,18451.0
515,18.391,35.78,29.91,1,0.721,0.0,29935.0
516,18.425,32.63,29.9,1,0.7885,0.0,29540.0
517,18.459,32.96,29.92,1,0.699,0.0,25076.0
518,18.494,32.93,29.91,1,0.678,0.0,17274.0
519,18.528,32.27,29.93,1,0.6961,0.0,22436.0
520,18.562,33.07,29.93,1,0.7039,0.0,18427.0
521,18.597,32.76,29.93,1,0.7118,0.0,18068.0
522,18.632,33.76,29.92,1,0.7213,0.0,25608.0
523,18.669,35.07,29.89,1,0.7059,0.0,19061.0
524,18.705,33.97,29.91,1,0.5787,0.0,22922.0
525,18.743,36.39,29.81,1,0.6218,0.0,22178.0
526,18.778,33.91,29.79,1,0.5353,0.0,23318.0
527,18.814,34.27,29.74,1,0.7612,0.0,24359.0
528,18.85,34.71,29.69,1,0.836,0.0,15817.0
529,18.885,33.46,29.66,1,0.8317,0.0,26174.0
530,18.919,32.4,29.67,1,0.7689,0.0,39865.0
531,18.954,33.01,29.66,1,0.8211,0.0,74104.0
532,18.988,32.51,29.67,1,0.736,0.0,24072.0
533,19.023,33.47,29.67,1,0.8343,0.0,16930.0
